Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
48412,        Máscaras ajudam a proteger contra transmissão e contaminação por covid-19 06/04/2022 18h12 , UOL Confere ,Projeto Comprova,06/04/2022 18h12,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/04/06/mascaras-ajudam-a-proteger-contra-transmissao-e-contaminacao-por-covid-19.htm,"conteúdo investigado: imagem publicada no twitter mostra uma interação entre dois usuários da rede, na qual um deles afirma que máscaras não seriam eficazes para impedir a contaminação pelo novo coronavírus. ""a máscara protege de não transmitir. de pegar, ela não protege"", escreveu o empresário e youtuber peter jordan, autor do post inicial que originou a interação. onde foi publicado: twitter",1,
48161,        Órgão de saúde dos EUA não incluiu ivermectina entre terapias contra covid 27/09/2022 14h36 , UOL Confere ,Projeto Comprova,27/09/2022 14h36,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/09/27/orgao-de-saude-dos-eua-nao-incluiu-ivermectina-entre-terapias-contra-covid.htm,"um dos principais órgãos de pesquisa em saúde dos estados unidos, o national institutes of health (nih), recomenda ivermectina para o tratamento de covid-19, como sugere um post no twitter. na verdade, o órgão contraindica o uso do remédio para a doença, a não ser em estudos clínicos. a food and drug administration (fda), agência reguladora americana equivalente à anvisa, também não autoriza a ivermectina para tratar ou prevenir a covid. conteúdo investigado: tuíte do candidato a deputado federal pelo rio de janeiro ed raposo (ptb) diz que o national institutes of health adicionou a ivermectina em suas diretrizes de terapia viral para covid-19. o tuíte mostra a imagem de uma captura de tela do site do nih que põe a ivermectina ao lado de outros medicamentos estudados ou já usados como tratamento para a doença, como o remdesivir.",1,
47931,        MP que acaba com férias remuneradas não foi aprovada e não vale para 2023 31/10/2022 16h30 , UOL Confere ,Projeto Comprova,31/10/2022 16h30,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/10/31/mp-que-acaba-com-ferias-remuneradas-nao-foi-aprovada-e-nao-vale-para-2023.htm,"um vídeo que afirma que o presidente jair bolsonaro (pl) aprovou medida provisória que acabaria com as férias remuneradas em 2023. o conteúdo faz referência à medida provisória 1.045, de 2021, que estabeleceu propostas emergenciais para os direitos trabalhistas na conjuntura da pandemia de covid-19 daquele período. a mp foi rejeitada em setembro de 2021 por maioria no congresso nacional e foi posteriormente arquivada. dessa forma, ela não eliminará férias remuneradas, 13º salário nem o fundo de garantia do tempo de serviço (fgts) no ano que vem. o texto original da mp, enviado pelo governo federal em abril de 2021, sofreu uma série de alterações na câmara dos deputados. os senadores, então, entenderam que as mudanças incluídas caracterizavam uma minirreforma trabalhista e teriam que fazer parte de um projeto de lei, não de uma medida provisória. por isso, preferiram rejeitar o texto. conteúdo investigado: em vídeo que circula no whatsapp e no tiktok, um homem afirma que o presidente jair bolsonaro (pl) enviou ao congresso uma medida provisória (mp) que acaba com as férias remuneradas e outros direitos trabalhistas. em outro vídeo sobre o mesmo tema, um segundo homem diz que ""ontem foi aprovada uma medida que retira diversos direitos"".",1,
49097,        Informação que associa saída de ministros franceses à cloroquina é falsa 17/07/2020 04h00 , UOL Confere ,Alex Tajra,17/07/2020 04h00,https://noticias.uol.com.br/confere/ultimas-noticias/2020/07/17/cloroquina-olavo-de-carvalho-informacao-falsa.htm,"uma publicação do astrólogo e guru bolsonarista olavo de carvalho, na quarta-feira (15), no facebook, afirma que o primeiro-ministro da frança e o ministro da saúde do país europeu perderam seus cargos e respondem a processo após supostamente vetarem a cloroquina como tratamento à covid-19. até a noite de quinta-feira (16), o post teve mais 2.600 compartilhamentos. uma fanpage dele reproduziu a texto e já tinha mais 6.600 compartilhamentos. mas a informação é falsa.",1,
48827,        CPI: agenda de Bolsonaro aponta reunião privada com médica Nise Yamaguchi 01/06/2021 11h32 , UOL Confere ,,01/06/2021 11h32,https://noticias.uol.com.br/confere/ultimas-noticias/2021/06/01/checagem-cpi-nise-yamaguchi.htm,"a médica nise yamaguchi omitiu, durante seu depoimento hoje (1º) à cpi da covid no senado, o registro de uma reunião privada com o presidente jair bolsonaro (sem partido) no ano passado. nise afirmou que nunca teve ""encontros privados"" com bolsonaro. além da reunião com o presidente, ela se reuniu em pelo menos duas outras ocasiões com bolsonaro e outros membros do governo no palácio do planalto em 2020. todos os registros constam da agenda do próprio presidente. nise yamaguchi é notória defensora do uso da cloroquina no tratamento da covid-19 —o medicamento nunca teve eficácia comprovada contra o coronavírus— e chegou a ser cotada para assumir o ministério da saúde no ano passado. ela voltou a defender a existência de um suposto ""tratamento imediato"" para a doença. o uol confere checou declarações da médica à cpi. veja abaixo:",1,
48637,        Bolsonaro reproduz fake news para atacar possíveis remédios contra covid 14/10/2021 21h47 , UOL Confere ,Lucas Borges Teixeira,14/10/2021 21h47,https://noticias.uol.com.br/confere/ultimas-noticias/2021/10/14/live-bolsonaro-comprimido-covid-astrazeneca-pfizer-ivermectina.htm,"o presidente jair bolsonaro (sem partido) reproduziu, em live transmitida hoje em suas redes sociais, alegações falsas sobre remédios contra a covid-19 que estão em fase de testes e usou as informações incorretas para, mais uma vez, defender medicamentos que não são recomendados para o tratamento da doença. bolsonaro falou de um suposto ""comprimidinho"" desenvolvido pelas farmacêuticas pfizer e astrazeneca, fabricantes de vacinas contra a covid, que teria ação antiparasitária parecida com a da ivermectina. os medicamentos testados pelos laboratórios citados pelo presidente não têm nenhuma relação com o vermífugo — que não deve ser usado no tratamento da covid, segundo a oms (organização mundial da saúde).",1,
47539,        Covid-19: Fake que afirma que vacina 'causa câncer' volta a circular 17/04/2023 12h19 , UOL Confere ,Junia Oliveira,17/04/2023 12h19,https://noticias.uol.com.br/confere/ultimas-noticias/2023/04/17/falso-conteudo-sobre-vacina-de-covid-que-causa-cancer-volta-a-circular.htm,"o conteúdo de um vídeo que afirma que as vacinas contra covid-19 desencadeiam doenças autoimunes e câncer. as autoridades de saúde brasileiras afirmam que os imunizantes são seguros. o material, em versão de áudio, já foi desmentido pelo projet (aqui), em novembro de 2021, e voltou a circular nos últimos dias em grupos bolsonaristas no whatsapp.",1,
49615,        Lula promete ampliar o programa Mais Médicos 30/08/2018 04h00 , UOL Confere ,Ítalo Rômany,30/08/2018 04h00,https://noticias.uol.com.br/confere/ultimas-noticias/eder-content/2018/08/30/lula-promete-ampliar-o-programa-mais-medicos.htm,"esta reportagem faz parte da série uol confere promessas de campanha, que vai verificar promessas feitas pelos presidenciáveis para checar a sua viabilidade. a cada semana serão descritas e avaliadas uma promessa de cada um dos cinco presidenciáveis mais bem colocados na mais recente pesquisa datafolha. saiba mais sobre esta série. nesta quinta, será abordada uma proposta de lula (pt): a ampliação do programa mais médicos.",1,
49582,        Alvaro Dias promete zerar impostos de remédios genéricos em 4 anos 12/09/2018 04h00 , UOL Confere ,Ítalo Rômany,12/09/2018 04h00,https://noticias.uol.com.br/confere/ultimas-noticias/eder-content/2018/09/12/alvaro-dias-parana-podemos-promessa-remedios-genericos.htm,"esta reportagem faz parte da série uol confere promessas de campanha, que vai verificar promessas feitas pelos presidenciáveis para checar a sua viabilidade. nesta semana, serão descritas e avaliadas uma promessa de cada um dos cinco presidenciáveis mais bem colocados na pesquisa datafolha, sem lula, divulgada em 22 de agosto. saiba mais sobre esta série. como a pesquisa do último dia 22 apontava dois candidatos empatados em quinto lugar, nesta quarta, serão abordadas uma proposta de fernando haddad (pt) e outra de alvaro dias (podemos). dias propõe uma isenção de impostos para medicamentos genéricos até 2022.",1,
52041,Ação da PF não reduziu número de mortes no Ceará,,Por Redação Por Redação ,03/06/2020 | 14h40 03/06/2020 | 14h40,https://politica.estadao.com.br/blogs/estadao-verifica/acao-da-pf-nao-reduziu-numero-de-mortes-no-ceara/,"esta checagem foi produzida pela coalizão d . leia mais aqui.é falsa a informação que tem circulado nas redes sociais sobre uma redução de 90% no número de mortes por covid-19 depois que a polícia federal deflagrou uma operação no ceará. uma imagem publicada em um perfil pessoal no facebook no dia 27 de maio afirma que, em dois dias, o número de óbitos do estado pelo novo coronavírus teria caído 90%. a postagem diz ainda que a polícia federal seria o ""remédio infalível"" para a redução.",1,"Dados oficiais apontaram, de fato, para uma redução no número de mortes entre a data da operação da PF e a publicação, mas nada próximo da queda de 90% apontada em post que viralizou no Facebook"
51909,Boato adultera notícia de doação de álcool em gel pela Ambev,,Por Tiago Aguiar Por Tiago Aguiar ,20/03/2020 | 11h26 20/03/2020 | 11h26,https://politica.estadao.com.br/blogs/estadao-verifica/boato-adultera-noticia-de-doacao-de-alcool-em-gel-pela-ambev/,"uma corrente no whatsapp divulga a falsa informação de que a ambev vai distribuir álcool em gel para a população, auxiliando na prevenção do novo coronavírus. o texto acompanha um link que direciona para recebimento da doação inautêntica. a empresa esclarece que anunciou uma doação, mas não para distribuição livre e direta.na última terça-feira, 17, a ambev divulgou que irá doar aos hospitais públicos municipais de são paulo, rio de janeiro e brasília 500 mil unidades de álcool em gel. procurada, a assessoria de empresa informou que as doações serão entregues aos estabelecimentos de saúde.",1,"Empresa vai distribuir álcool em gel para estabelecimentos de saúde, e não para toda a população"
51924,Boato distorce dados de cartórios para desacreditar contagem de mortes por covid-19,,Por Alessandra Monnerat Por Alessandra Monnerat ,13/08/2020 | 15h01 13/08/2020 | 15h01,https://politica.estadao.com.br/blogs/estadao-verifica/boato-distorce-dados-de-cartorios-para-desacreditar-contagem-de-mortes-por-covid-19/,"o site, que reúne os óbitos lavrados em cartórios, registrou um total de 534.960 mortes relacionadas a causas respiratórias no brasil entre 16 de março e 12 de agosto deste ano. dentre esses números, 94.806 se referem a mortes que tiveram como causa principal covid-19; 66.999 pneumonia e 39.086 insuficiência respiratória.",1,Portal da Transparência do Registro Civil contabiliza que mais de 95 mil mortes no País tiveram como causa principal a doença causada pelo novo coronavírus; postagem enganosa não leva em consideração tempo de atualização do site
51546,É falso que governo argentino tenha bloqueado todas as contas bancárias dos cidadãos,,Por Gabi Coelho Por Gabi Coelho ,18/05/2021 | 17h46 18/05/2021 | 17h46,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-governo-argentino-tenha-bloqueado-todas-as-contas-bancarias-dos-cidadaos/,"o começou a circular no ano passado, quando o peso (a moeda oficial da argentina) estava desvalorizado. a iniciativa",1,"Na realidade, bancos congelaram temporariamente 'movimentações suspeitas' em julho de 2020; boato circula no Facebook"
52190,É falso que projeto de lei preveja prisão para quem se recusar a tomar vacina contra a covid-19,,Por Redação Por Redação ,04/09/2020 | 16h47 04/09/2020 | 16h47,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-projeto-de-lei-preveja-prisao-para-quem-se-recusar-a-tomar-vacina-contra-a-covid-19/,"esta checagem foi produzida pela coalizão d . leia mais aqui. post no facebook afirma que um projeto de lei em tramitação na câmara dos deputados quer obrigar as pessoas a tomarem a vacina contra a covid-19, sob pena de serem detidos por até um ano.",1,Texto apresentado pelo deputado Wolney Queiroz (PDT-PE) define lista de pessoas prioritárias para uma possível campanha de imunização
51896,Ex-senador espalha desinformação sobre acordo de produção de vacina contra o novo coronavírus no Brasil,,Por Pedro Prata Por Pedro Prata ,31/07/2020 | 20h36 31/07/2020 | 20h36,https://politica.estadao.com.br/blogs/estadao-verifica/ex-senador-espalha-desinformacao-sobre-acordo-de-producao-de-vacina-contra-o-novo-coronavirus-no-brasil/,o ex-senador magno malta gravou um vídeo viral sobre a vacina contra o novo coronavírus produzida pela farmacêutica chinesa sinovac.,1,Magno Malta diz que China teria 'potencializado' o vírus em laboratório e 'soltado pro mundo'
51823,Fala de médicos sobre coronavírus perder força não tem apoio de órgãos de saúde,,Por Redação Por Redação ,05/06/2020 | 12h25 05/06/2020 | 12h25,https://politica.estadao.com.br/blogs/estadao-verifica/fala-de-medicos-sobre-coronavirus-perder-forca-nao-tem-apoio-de-orgaos-de-saude/,"esta checagem foi produzida pela coalizão d . leia mais aqui. os vídeos e textos com comentários feitos por dois médicos da itália a respeito da possibilidade de o novo coronavírus estar ""perdendo força"". este conteúdo tem circulado na internet e nas redes sociais acompanhado de afirmações segundo as quais o vírus ""não existe mais"" e os novos casos teriam se abrandado. as falas dos médicos são reais, mas não têm respaldo científico e foram desautorizadas por autoridades sanitárias da itália.",1,"Dois profissionais da saúde, um deles ligado a Silvio Berlusconi, foram desautorizados por autoridades sanitárias na Itália por não terem respaldo científico"
